original,simplification,original_id,simplification_id,pair_id,domain,corpus,language_level_original,language_level_simple,license,author,simple_url,complex_url,simple_title,complex_title,access_date,rater,alignment,malformed_complex,malformed_simple,duration_rating,ambiguity_original,ambiguity_simple,coherence_original,coherence_simple,grammaticality_original,grammaticality_simple,information_gain,lexical_simplicity,meaning_preservation,simplicity,simplicity_original,simplicity_simple,structural_simplicity,paragraph#,paragraph#deletion*,paragraph#insert*,paragraph#insert*examplification+,paragraph#insert*explanation+,paragraph#insert*other+,paragraph#merge*,paragraph#reorder*,paragraph#reorder*other+,paragraph#reorder*sentence-order-changed+,phrase#,phrase#deletion*,phrase#deletion*clause+,phrase#deletion*less_adjunct_phrase+,phrase#deletion*other+,phrase#deletion*phrase+,phrase#deletion*replace+,phrase#insert*,phrase#insert*clause+,phrase#insert*other+,phrase#insert*phrase+,phrase#reorder*,phrase#reorder*discontinuity_resolution+,phrase#reorder*other+,phrase#rephrase*,sentence#,sentence#lexical_substitution*,sentence#lexical_substitution*other+,sentence#lexical_substitution*verbalization+,sentence#no_operation*,sentence#reorder*,sentence#reorder*genitive_to_dative+,sentence#reorder*negative_to_positive+,sentence#reorder*other+,sentence#reorder*subject-verb-reorder+,sentence#rephrase*,sentence#split*,sentence#split*adverbial_clause+,sentence#split*appositive_phrase+,sentence#split*coordinate_clause+,sentence#split*other+,sentence#split*relative_clause+,sentence#split*subordinate_clause+,sentence#verbal_changes*,sentence#verbal_changes*other+,sentence#verbal_changes*verb_mood+,sentence#verbal_changes*verb_tense+,sentence#verbal_changes*voice_of_verb+,word#,word#deletion*,word#deletion*abbreviations+,word#deletion*discourse_markers+,word#deletion*filler_words+,word#deletion*other+,word#inflection*,word#insert*,word#insert*ellipsis_filled+,word#insert*other+,word#lexical_substitution*,word#lexical_substitution*abbreviation+,word#lexical_substitution*anaphora+,word#lexical_substitution*compound_segmentation+,word#lexical_substitution*date+,word#lexical_substitution*hypernym+,word#lexical_substitution*hyponym+,word#lexical_substitution*metaphor_resolution+,word#lexical_substitution*more_frequent_word+,word#lexical_substitution*nominalization+,word#lexical_substitution*number+,word#lexical_substitution*other+,word#lexical_substitution*shorter_word+,word#lexical_substitution*synonym+
Der Name des Mannes war Elimelech und der Name seiner Frau war Noomi und die Namen seiner beiden Söhne waren Machlon und Kiljon.,Der Mann heißt Elimelech. Der Name bedeutet: Mein Gott ist König. Die Frau heißt Noomi. Der Name bedeutet: lieblich. Ein Sohn heißt Machlon. Der Name bedeutet: krank. Ein anderer Sohn heißt Kiljon. Der Name heißt: verschwindet.,35-1-0-2,35-0-2-1|35-0-3-0|35-0-4-0|35-0-5-0|35-0-6-0|35-0-7-0|35-0-8-0|35-0-9-0,35,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_1,1-6_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_1,"Rut_1,1-6_in_Leichter_Sprache",Rut_1,2021-01-08,2,1:8,0,0,0 days 00:00:00,1.0,1.0,4.0,4.0,2.0,2.0,1.0,0.0,4.0,1.0,4.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,4.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Zeige deinen Knechten dein Handeln und deine Herrlichkeit ihren Kindern!,Zeige deinen Dienern dein Tun. Zeige deinen Kindern dein Tun. Zeige uns dein Tun.,34-1-2-6,34-0-18-0|34-0-18-1|34-0-18-2,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,2.0,3.0,5.0,2.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Du schwemmst sie weg, sie sind wie Schlaf, am Morgen wie Gras, das aufsprosst.",Du wischt die Menschen weg wie man Schlaf aus den Augen wischt. Die Menschen sind wie Gras.,34-1-1-2,34-0-7-0|34-0-7-1,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:2,0,0,0 days 00:00:00,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Ein Gebet von Mose, dem Mann Gottes: Mein Herr, eine sichere Wohnung bist du für uns gewesen von Generation zu Generation.","Ein Gebet von Moses. Moses ist ein Mann GottesWir wohnen bei dir, Gott. Immer.",34-1-0-0,34-0-2-0|34-0-3-0,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:2,0,0,0 days 00:00:00,1.0,1.0,5.0,5.0,2.0,1.0,-1.0,1.0,5.0,2.0,3.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Auch allen wilden Tieren, allen Vögeln des Himmels und allen Reptilien, allem das in sich Lebensatem hat, gebe ich alle Pflanzen als Nahrung sein.",Das Korn und das Obst sollen auch für die Tiere sein. Für alle wilden Tiere und alle Vögel und alle Reptilien. So geschah es: Alle haben von den Pflanzen gegessen.,33-1-6-10,33-0-93-0|33-0-94-0|33-0-95-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,3.0,4.0,-1.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Dann sprach Gott: Ein Schalenförmiges soll inmitten des Wassers entstehen und es soll ein Trenner zwischen Wasser und Wasser sein.,Da sagte Gott: Ich brauche einen Himmel. Gott machte die Himmels·Schale. Die Schale teilt das Wasser.,33-1-2-0,33-0-14-0|33-0-15-0|33-0-16-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,4.0,4.0,2.0,2.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dann sprach Gott: Lichter sollen am Schalenförmigen des Himmels entstehen, um zwischen den Tag und von der Nacht zu trennen.",Da sagte Gott: Ich will Lichter am Himmel. Die Lichter sollen über der Erde leuchten. Dann gibt es Tag und Nacht.,33-1-4-0,33-0-44-0|33-0-45-0|33-0-46-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,3.0,4.0,-2.0,2.0,1.0,1.0,4.0,2.0,1.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Kehre doch zurück, JHWH!",Gott!,34-1-2-2,34-0-15-0,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,1.0,2.0,1.0,2.0,-2.0,2.0,2.0,2.0,4.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
"Gott sah, dass es gut war.",Gott sieht: Das ist gut.,33-1-3-7,33-0-40-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,2.0,2.0,2.0,2.0,0.0,0.0,5.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"“ Denn tausend Jahre sind in deinen Augen wie der gestrige Tag, wenn er vergangen ist, oder eine Wache in der Nacht.",Tausend Jahre sind für dich wie ein Tag. Tausend Jahre sind für dich wie eine Nacht.,34-1-1-1,34-0-6-0|34-0-6-1,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:2,0,0,0 days 00:00:00,1.0,1.0,2.0,2.0,2.0,2.0,-1.0,2.0,5.0,2.0,2.0,5.0,2.0,1.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sie sollen über die Fische des Meers und über die Vögel des Himmels und übers Vieh und über die ganze Erde und über alle auf der Erde kriechenden Reptilien herrschen.,Die Menschen sollen über alle Tiere bestimmen.,33-1-6-5,33-0-82-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,2.0,4.0,2.0,2.0,-2.0,1.0,4.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Weiterhin sprach Gott: Ich will Menschen als mir ähnliches Bildnis machen!,Da sagt Gott: Ich will Menschen machen. Die Menschen sollen mich auf der Erde vertreten.,33-1-6-4,33-0-80-0|33-0-81-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:2,0,0,0 days 00:00:00,1.0,1.0,4.0,4.0,1.0,2.0,1.0,1.0,5.0,1.0,3.0,5.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
"Gott schuf den Menschen als sein Bildnis, als Gottes Bildnis schuf er ihn, männlich und weiblich schuf er sie.",Und Gott machtedie Menschen. Die Menschen vertraten Gott auf der Erde. Die Menschen waren Männer und Frauen.,33-1-6-6,33-0-83-0|33-0-84-0|33-0-85-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,5.0,4.0,2.0,1.0,0.0,1.0,4.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Dann segnete Gott sie und Gott sprach zu ihnen: Seid fruchtbar und vermehrt euch; füllt die Erde, unterwerft sie und herrscht über die Fische des Meeres, über die Vögel des Himmels und über alle Reptilien!",Gott segnete die Menschen: Ihr Menschen sollt die Erde füllen. Ihr sollt über die Fische bestimmen. Und über die Vögel. Und über die Reptilien.,33-1-6-7,33-0-86-0|33-0-87-0|33-0-88-0|33-0-89-0|33-0-90-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:5,0,0,0 days 00:00:00,1.0,1.0,3.0,5.0,2.0,2.0,0.0,0.0,5.0,1.0,3.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,1.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Weiterhin sprach Gott: Hiermit gebe ich euch euch alles Samen tragende Getreide, das auf der Oberfläche der ganzen Erde ist, und alle Bäume, die in ihren Baumfrüchten Samen tragen.",Und dann sagte Gott: Ich gebe euch das Korn und die Getreide und alles Obstauf der ganzen Erde.,33-1-6-8,33-0-91-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,4.0,4.0,2.0,2.0,-1.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Sie sollen als Zeichen für Festzeiten und für Tage und Jahre dienen und sie sollen als Lichter am Schalenförmigen des Himmels dienen, um über der Erde zu scheinen.",Und es gibt Jahres·zeiten. Und es gibt Feste. Und so geschah es: Die Lichter leuchteten über der Erde.,33-1-4-1,33-0-47-0|33-0-48-0|33-0-49-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,2.0,2.0,2.0,2.0,0.0,1.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Sie sollen euch als Nahrung dienen.,Das könnt ihr alles essen.,33-1-6-9,33-0-92-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,1.0,1.0,2.0,2.0,0.0,1.0,4.0,0.0,5.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Die Erde lies Grünes grünen: verschiedenste Arten von Samen tragendem Getreide und verschiedenste Arten von Frucht tragenden Fruchtbäumen, die deren Früchte ihren Samen in sich haben.",So geschah es: Das Korn ist gewachsen. Die Bäume sind gewachsen. Die Erde wurde grün.,33-1-3-6,33-0-37-0|33-0-38-0|33-0-39-0,33,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Genesis_1_in_Leichter_Sprache,https://offene-bibel.de/wiki/Genesis_1,Genesis_1_in_Leichter_Sprache,Genesis_1,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,5.0,3.0,-1.0,2.0,-1.0,2.0,4.0,2.0,2.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Die Freundlichkeit des Herrn, unseres Gottes sei über uns! Das Werk unserer Hände festige über uns, und das Werk unserer Hände, festige es!","Gottes Freundlichkeit sei mit uns! Unsere Hände werden stark. Ja, Gott, mach unsere Hände stark!",34-1-3-0,34-0-19-0|34-0-19-1|34-0-19-2,34,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,https://offene-bibel.de/wiki/Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,https://offene-bibel.de/wiki/Psalm_90,Psalm_90_in_Leichter_Sprache_gepr%C3%BCft,Psalm_90,2021-01-08,2,1:3,0,0,0 days 00:00:00,1.0,1.0,2.0,3.0,-1.0,2.0,1.0,1.0,4.0,2.0,1.0,4.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
"Und sie begann, zurückzukehren - sie und ihre Schwiegertöchter - aus dem Gebiet von Moab, weil sie in dem Gebiet von Moab gehört hatte, dass JHWH sein Volk besucht hatte, indem er ihm Brot gegeben hatte.",Noomi will nach Hause.,35-1-1-0,35-0-24-0,35,bible,bible_verified,c2,a1,CC_BY_SA_3, Offene Bibel e.V. - offene-bibel.de,"https://offene-bibel.de/wiki/Rut_1,1-6_in_Leichter_Sprache",https://offene-bibel.de/wiki/Rut_1,"Rut_1,1-6_in_Leichter_Sprache",Rut_1,2021-01-08,2,1:1,0,0,0 days 00:00:00,1.0,1.0,3.0,4.0,2.0,2.0,-2.0,2.0,2.0,2.0,2.0,5.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
